,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
0,0.8817070126533508,0.6358309388160706,0.7374943494796753,0.4790482819080353,0.7450117468833923,0.6908143758773804,0.7351623773574829,0.6216855645179749,9.999999747378752e-05
1,0.6483914256095886,0.7435729503631592,0.7883191108703613,0.6715067625045776,0.6027425527572632,0.7627840638160706,0.7980717420578003,0.705492377281189,9.999999747378752e-05
2,0.5766656994819641,0.7798143029212952,0.8163633942604065,0.7261961102485657,0.5493417382240295,0.791429877281189,0.8238368630409241,0.7462121248245239,9.999999747378752e-05
3,0.5441316366195679,0.7939180731773376,0.8257168531417847,0.7505355477333069,0.527431309223175,0.7994791269302368,0.8302373886108398,0.7618371248245239,9.999999747378752e-05
4,0.5141547322273254,0.8096286654472351,0.8384186029434204,0.7685669660568237,0.5269560217857361,0.7956912517547607,0.8204866051673889,0.7585226893424988,9.999999747378752e-05
5,0.48974525928497314,0.8200428485870361,0.8473507761955261,0.7842180132865906,0.4915618300437927,0.8141571879386902,0.8393939733505249,0.7869318127632141,9.999999747378752e-05
6,0.4744206964969635,0.8253391981124878,0.8494623899459839,0.7945131659507751,0.48323294520378113,0.8155776262283325,0.8405870795249939,0.7864583134651184,9.999999747378752e-05
7,0.44984546303749084,0.8350392580032349,0.858945906162262,0.8059390187263489,0.4831710159778595,0.8229166269302368,0.8432704210281372,0.7935605645179749,9.999999747378752e-05
8,0.43487218022346497,0.8443822860717773,0.8655256032943726,0.8154605627059937,0.474870890378952,0.822679877281189,0.8442336320877075,0.8006628751754761,9.999999747378752e-05
9,0.42565155029296875,0.8474767804145813,0.8656099438667297,0.8221851587295532,0.45495468378067017,0.8316761255264282,0.8517968058586121,0.8136836886405945,9.999999747378752e-05
10,0.40037524700164795,0.8549749851226807,0.872770369052887,0.8327779173851013,0.4536794424057007,0.8309658765792847,0.8531468510627747,0.8087121248245239,9.999999747378752e-05
11,0.3919890224933624,0.8567602634429932,0.8737592101097107,0.8381932377815247,0.4306952953338623,0.842092752456665,0.8626769185066223,0.8224431276321411,9.999999747378752e-05
12,0.38740500807762146,0.8597357273101807,0.8752865195274353,0.8407521843910217,0.41945916414260864,0.8489583134651184,0.8673595786094666,0.8297821879386902,9.999999747378752e-05
13,0.366858571767807,0.868840754032135,0.8838258981704712,0.8506903052330017,0.42243579030036926,0.845643937587738,0.8611248135566711,0.826467752456665,9.999999747378752e-05
14,0.35616618394851685,0.8711615800857544,0.8868216276168823,0.8537847995758057,0.43015339970588684,0.846117377281189,0.8628571629524231,0.822206437587738,9.999999747378752e-05
15,0.3288745880126953,0.880445122718811,0.8949796557426453,0.8656867146492004,0.40484750270843506,0.8541666269302368,0.8664215207099915,0.8368844389915466,1.9999999494757503e-05
16,0.3228064477443695,0.8860390186309814,0.8988245129585266,0.8691383004188538,0.4055747985839844,0.8529829382896423,0.8665523529052734,0.837831437587738,1.9999999494757503e-05
17,0.32009536027908325,0.88711017370224,0.8997174501419067,0.8718757033348083,0.4082837402820587,0.8503787517547607,0.8638923168182373,0.8354640007019043,1.9999999494757503e-05
18,0.3171798288822174,0.886634111404419,0.899649977684021,0.8717566728591919,0.3990827202796936,0.8584280014038086,0.8711972832679749,0.8406723141670227,3.999999989900971e-06
19,0.3163081109523773,0.8883599042892456,0.9012786149978638,0.8725303411483765,0.39870935678482056,0.8572443127632141,0.8709598183631897,0.842092752456665,3.999999989900971e-06
20,0.31535524129867554,0.8876457810401917,0.9002705216407776,0.8713401556015015,0.39849603176116943,0.8570075631141663,0.8710152506828308,0.8409090638160706,3.999999989900971e-06
21,0.31352007389068604,0.8890740275382996,0.9004355072975159,0.8734824657440186,0.3977581262588501,0.8600851893424988,0.8734953999519348,0.841856062412262,3.999999989900971e-06
22,0.31187498569488525,0.89228755235672,0.9040314555168152,0.8767555356025696,0.3980036675930023,0.8600851893424988,0.8729146122932434,0.8423295021057129,3.999999989900971e-06
23,0.31524237990379333,0.8886574506759644,0.9006808996200562,0.8737205266952515,0.3973754048347473,0.859375,0.8716630339622498,0.8425662517547607,3.999999989900971e-06
24,0.3126829266548157,0.8896095752716064,0.9025121927261353,0.8765174746513367,0.39847275614738464,0.8570075631141663,0.8703430891036987,0.8406723141670227,3.999999989900971e-06
